location,month,case_fatality_rate,total_cases,new_cases,total_deaths,new_deaths
Comoros,12,0.014150943396226415,823.0,212.0,10.0,3.0
Congo,3,0.0,19.0,19.0,0.0,0.0
Congo,4,0.04477611940298507,220.0,201.0,9.0,9.0
Congo,5,0.028132992327365727,611.0,391.0,20.0,11.0
Congo,6,0.03571428571428571,1087.0,476.0,37.0,17.0
Congo,7,0.008045433033601515,3200.0,2113.0,54.0,17.0
Congo,8,0.03080872913992298,3979.0,779.0,78.0,24.0
Congo,9,0.00990990990990991,5089.0,1110.0,89.0,11.0
Congo,10,0.014925373134328358,5290.0,201.0,92.0,3.0
Congo,11,0.004132231404958678,5774.0,484.0,94.0,2.0
Congo,12,0.010502625656414103,7107.0,1333.0,108.0,14.0
Costa Rica,3,0.005763688760806916,347.0,347.0,2.0,2.0
Costa Rica,4,0.010752688172043012,719.0,372.0,6.0,4.0
Costa Rica,5,0.011869436201780416,1056.0,337.0,10.0,4.0
Costa Rica,6,0.0024968789013732834,3459.0,2403.0,16.0,6.0
Costa Rica,7,0.009330826544112526,17820.0,14361.0,150.0,134.0
Costa Rica,8,0.0121873268845613,41287.0,23467.0,436.0,286.0
Costa Rica,9,0.013575841963275607,75760.0,34473.0,904.0,468.0
Costa Rica,10,0.014059805325772412,109971.0,34211.0,1385.0,481.0
Costa Rica,11,0.011494252873563218,139638.0,29667.0,1726.0,341.0
Costa Rica,12,0.015463396556951791,169321.0,29683.0,2185.0,459.0
Cote d'Ivoire,3,0.00558659217877095,179.0,179.0,1.0,1.0
Cote d'Ivoire,4,0.011861313868613138,1275.0,1096.0,14.0,13.0
Cote d'Ivoire,5,0.012195121951219513,2833.0,1558.0,33.0,19.0
Cote d'Ivoire,6,0.005250525052505251,9499.0,6666.0,68.0,35.0
Cote d'Ivoire,7,0.005192425167990226,16047.0,6548.0,102.0,34.0
Cote d'Ivoire,8,0.007425742574257425,18067.0,2020.0,117.0,15.0
Cote d'Ivoire,9,0.0018105009052504525,19724.0,1657.0,120.0,3.0
Cote d'Ivoire,10,0.006048387096774193,20716.0,992.0,126.0,6.0
Cote d'Ivoire,11,0.00975609756097561,21331.0,615.0,132.0,6.0
Cote d'Ivoire,12,0.004314063848144953,22490.0,1159.0,137.0,5.0
Croatia,2,0.0,6.0,6.0,0.0,0.0
Croatia,3,0.006968641114982578,867.0,861.0,6.0,6.0
Croatia,4,0.052109181141439205,2076.0,1209.0,69.0,63.0
Croatia,5,0.2,2246.0,170.0,103.0,34.0
Croatia,6,0.007532956685499058,2777.0,531.0,107.0,4.0
Croatia,7,0.016088060965283656,5139.0,2362.0,145.0,38.0
Croatia,8,0.007992202729044834,10269.0,5130.0,186.0,41.0
Croatia,9,0.014864010120177103,16593.0,6324.0,280.0,94.0
Croatia,10,0.008128839042875043,49316.0,32723.0,546.0,266.0
Croatia,11,0.015671207946818998,128442.0,79126.0,1786.0,1240.0
Croatia,12,0.025899629831907276,210837.0,82395.0,3920.0,2134.0
Cuba,3,0.03225806451612903,186.0,186.0,6.0,6.0
Cuba,4,0.04182509505703422,1501.0,1315.0,61.0,55.0
Cuba,5,0.04044117647058824,2045.0,544.0,83.0,22.0
Cuba,6,0.010135135135135136,2341.0,296.0,86.0,3.0
Cuba,7,0.003745318352059925,2608.0,267.0,87.0,1.0
Cuba,8,0.0049157303370786515,4032.0,1424.0,94.0,7.0
Cuba,9,0.017891373801916934,5597.0,1565.0,122.0,28.0
Cuba,10,0.004651162790697674,6887.0,1290.0,128.0,6.0
Cuba,11,0.005010737294201861,8284.0,1397.0,135.0,7.0
Cuba,12,0.003073484213467449,11863.0,3579.0,146.0,11.0
Cyprus,3,0.030534351145038167,262.0,262.0,8.0,8.0
Cyprus,4,0.011904761904761904,850.0,588.0,15.0,7.0
Cyprus,5,0.02127659574468085,944.0,94.0,17.0,2.0
Cyprus,6,0.037037037037037035,998.0,54.0,19.0,2.0
Cyprus,7,0.0,1114.0,116.0,19.0,0.0
Cyprus,8,0.00267379679144385,1488.0,374.0,20.0,1.0
Cyprus,9,0.00749063670411985,1755.0,267.0,22.0,2.0
Cyprus,10,0.0015319800842589046,4366.0,2611.0,26.0,4.0
Cyprus,11,0.0037102758509437008,10565.0,6199.0,49.0,23.0
Cyprus,12,0.006111402130260171,22019.0,11454.0,119.0,70.0
Czechia,2,0.0,0.0,0.0,0.0,0.0
Czechia,3,0.009371221281741234,3308.0,3308.0,31.0,31.0
Czechia,4,0.046867855509830816,7682.0,4374.0,236.0,205.0
Czechia,5,0.05296343001261034,9268.0,1586.0,320.0,84.0
Czechia,6,0.010796723752792257,11954.0,2686.0,349.0,29.0
Czechia,7,0.007142857142857143,16574.0,4620.0,382.0,33.0
Czechia,8,0.00522128294380905,24618.0,8044.0,424.0,42.0
Czechia,9,0.00500595947556615,70763.0,46145.0,655.0,231.0
Czechia,10,0.009820722632680006,335102.0,264339.0,3251.0,2596.0
Czechia,11,0.026801844885119767,523298.0,188196.0,8295.0,5044.0
Czechia,12,0.016814852351775926,718661.0,195363.0,11580.0,3285.0
Democratic Republic of Congo,3,0.08163265306122448,98.0,98.0,8.0,8.0
Democratic Republic of Congo,4,0.04852320675105485,572.0,474.0,31.0,23.0
Democratic Republic of Congo,5,0.016413130504403524,3070.0,2498.0,72.0,41.0
Democratic Republic of Congo,6,0.024691358024691357,7039.0,3969.0,170.0,98.0
Democratic Republic of Congo,7,0.022156573116691284,9070.0,2031.0,215.0,45.0
Democratic Republic of Congo,8,0.04186952288218111,10097.0,1027.0,258.0,43.0
Democratic Republic of Congo,9,0.02491103202846975,10659.0,562.0,272.0,14.0
Democratic Republic of Congo,10,0.05409582689335394,11306.0,647.0,307.0,35.0
Democratic Republic of Congo,11,0.017735334242837655,12772.0,1466.0,333.0,26.0
Democratic Republic of Congo,12,0.05280392959476054,17658.0,4886.0,591.0,258.0
Denmark,2,0.0,3.0,3.0,0.0,0.0
Denmark,3,0.029644268774703556,3039.0,3036.0,90.0,90.0
Denmark,4,0.057305683077410165,9356.0,6317.0,452.0,362.0
Denmark,5,0.048547552725825706,11869.0,2513.0,574.0,122.0
Denmark,6,0.028207461328480437,12968.0,1099.0,605.0,31.0
Denmark,7,0.009433962264150943,14028.0,1060.0,615.0,10.0
Denmark,8,0.0026611472501478417,17410.0,3382.0,624.0,9.0
Denmark,9,0.0023489023398681,28479.0,11069.0,650.0,26.0
Denmark,10,0.003862053959965187,46863.0,18384.0,721.0,71.0
Denmark,11,0.0033978733999238406,81002.0,34139.0,837.0,116.0
Denmark,12,0.00554659864764059,164116.0,83114.0,1298.0,461.0
Djibouti,3,0.0,30.0,30.0,0.0,0.0
Djibouti,4,0.0018885741265344666,1089.0,1059.0,2.0,2.0
Djibouti,5,0.009713024282560706,3354.0,2265.0,24.0,22.0
Djibouti,6,0.022590361445783132,4682.0,1328.0,54.0,30.0
Djibouti,7,0.009950248756218905,5084.0,402.0,58.0,4.0
Djibouti,8,0.006600660066006601,5387.0,303.0,60.0,2.0
Djibouti,9,0.034482758620689655,5416.0,29.0,61.0,1.0
Djibouti,10,0.0,5561.0,145.0,61.0,0.0
Djibouti,11,0.0,5679.0,118.0,61.0,0.0
Djibouti,12,0.0,5831.0,152.0,61.0,0.0
Dominica,3,0.0,12.0,12.0,0.0,0.0
Dominica,4,0.0,16.0,4.0,0.0,0.0
Dominica,5,0.0,16.0,0.0,0.0,0.0
Dominica,6,0.0,18.0,2.0,0.0,0.0
Dominica,7,0.0,18.0,0.0,0.0,0.0
Dominica,8,0.0,20.0,2.0,0.0,0.0
Dominica,9,0.0,30.0,10.0,0.0,0.0
Dominica,10,0.0,50.0,20.0,0.0,0.0
Dominica,11,0.0,85.0,35.0,0.0,0.0
Dominica,12,0.0,88.0,3.0,0.0,0.0
Dominican Republic,3,0.045987376014427414,1109.0,1109.0,51.0,51.0
Dominican Republic,4,0.042640286542725565,6972.0,5863.0,301.0,250.0
Dominican Republic,5,0.019489964122951616,17285.0,10313.0,502.0,201.0
Dominican Republic,6,0.016030883988745664,32568.0,15283.0,747.0,245.0
Dominican Republic,7,0.011137779455785982,69649.0,37081.0,1160.0,413.0
Dominican Republic,8,0.021942072927471475,94715.0,25066.0,1710.0,550.0
Dominican Republic,9,0.022579170001143248,112209.0,17494.0,2105.0,395.0
Dominican Republic,10,0.0094537105814032,127018.0,14809.0,2245.0,140.0
Dominican Republic,11,0.00506776664702416,143988.0,16970.0,2331.0,86.0
Dominican Republic,12,0.003097361644960257,170785.0,26797.0,2414.0,83.0
Ecuador,3,0.033482142857142856,2240.0,2240.0,75.0,75.0
Ecuador,4,0.0363532211157134,24934.0,22694.0,900.0,825.0
Ecuador,5,0.17353854843264616,39098.0,14164.0,3358.0,2458.0
Ecuador,6,0.06743971385715934,56432.0,17334.0,4527.0,1169.0
Ecuador,7,0.04062510804550012,85355.0,28923.0,5702.0,1175.0
Ecuador,8,0.03005772208925806,113767.0,28412.0,6556.0,854.0
Ecuador,9,0.2061426116838488,137047.0,23280.0,11355.0,4799.0
Ecuador,10,0.04222186546797239,168192.0,31145.0,12670.0,1315.0
Ecuador,11,0.03229494141183195,192685.0,24493.0,13461.0,791.0
Ecuador,12,0.028899984869117868,212512.0,19827.0,14034.0,573.0
Egypt,2,0.0,1.0,1.0,0.0,0.0
Egypt,3,0.06488011283497884,710.0,709.0,46.0,46.0
Egypt,4,0.07168013258752849,5537.0,4827.0,392.0,346.0
Egypt,5,0.029154668860551212,24985.0,19448.0,959.0,567.0
Egypt,6,0.04602317315237963,68311.0,43326.0,2953.0,1994.0
Egypt,7,0.07187487872084448,94078.0,25767.0,4805.0,1852.0
Egypt,8,0.12672289652334912,98939.0,4861.0,5421.0,616.0
Egypt,9,0.1195116224465837,103198.0,4259.0,5930.0,509.0
Egypt,10,0.07711728253385357,107555.0,4357.0,6266.0,336.0
Egypt,11,0.04595500239348971,115911.0,8356.0,6650.0,384.0
Egypt,12,0.04428693964155117,138062.0,22151.0,7631.0,981.0
El Salvador,3,0.03125,32.0,32.0,1.0,1.0
El Salvador,4,0.024793388429752067,395.0,363.0,10.0,9.0
El Salvador,5,0.016965127238454288,2517.0,2122.0,46.0,36.0
El Salvador,6,0.03264473348635552,6438.0,3921.0,174.0,128.0
El Salvador,7,0.02687855601334118,16632.0,10194.0,448.0,274.0
El Salvador,8,0.02957018797405738,25729.0,9097.0,717.0,269.0
El Salvador,9,0.03763440860215054,29077.0,3348.0,843.0,126.0
El Salvador,10,0.03021978021978022,33445.0,4368.0,975.0,132.0
El Salvador,11,0.028024193548387095,38405.0,4960.0,1114.0,139.0
El Salvador,12,0.028193249503639974,45960.0,7555.0,1327.0,213.0
Equatorial Guinea,3,0.0,12.0,12.0,0.0,0.0
Equatorial Guinea,4,0.0033003300330033004,315.0,303.0,1.0,1.0
Equatorial Guinea,5,0.011099899091826439,1306.0,991.0,12.0,11.0
Equatorial Guinea,6,0.02877697841726619,2001.0,695.0,32.0,20.0
Equatorial Guinea,7,0.018085106382978722,4821.0,2820.0,83.0,51.0
Equatorial Guinea,8,0.0,4941.0,120.0,83.0,0.0
Equatorial Guinea,9,0.0,5030.0,89.0,83.0,0.0
Equatorial Guinea,10,0.0,5088.0,58.0,83.0,0.0
Equatorial Guinea,11,0.03076923076923077,5153.0,65.0,85.0,2.0
Equatorial Guinea,12,0.008064516129032258,5277.0,124.0,86.0,1.0
Eritrea,3,0.0,15.0,15.0,0.0,0.0
Eritrea,4,0.0,39.0,24.0,0.0,0.0
Eritrea,5,0.0,39.0,0.0,0.0,0.0
Eritrea,6,0.0,203.0,164.0,0.0,0.0
Eritrea,7,0.0,279.0,76.0,0.0,0.0
Eritrea,8,0.0,319.0,40.0,0.0,0.0
Eritrea,9,0.0,375.0,56.0,0.0,0.0
Eritrea,10,0.0,463.0,88.0,0.0,0.0
Eritrea,11,0.0,577.0,114.0,0.0,0.0
Eritrea,12,0.004037685060565276,1320.0,743.0,3.0,3.0
Estonia,2,0.0,1.0,1.0,0.0,0.0
Estonia,3,0.005376344086021506,745.0,744.0,4.0,4.0
Estonia,4,0.05084745762711865,1689.0,944.0,52.0,48.0
Estonia,5,0.08888888888888889,1869.0,180.0,68.0,16.0
Estonia,6,0.008333333333333333,1989.0,120.0,69.0,1.0
Estonia,7,0.0,2064.0,75.0,69.0,0.0
Estonia,8,-0.01607717041800643,2375.0,311.0,64.0,-5.0
Estonia,9,0.0,3371.0,996.0,64.0,0.0
Estonia,10,0.005867014341590613,4905.0,1534.0,73.0,9.0
Estonia,11,0.006078616776982304,12308.0,7403.0,118.0,45.0
Estonia,12,0.0070781788037240145,27990.0,15682.0,229.0,111.0
Eswatini,3,0.0,9.0,9.0,0.0,0.0
Eswatini,4,0.01098901098901099,100.0,91.0,1.0,1.0
Eswatini,5,0.005405405405405406,285.0,185.0,2.0,1.0
Eswatini,6,0.017077798861480076,812.0,527.0,11.0,9.0
Eswatini,7,0.016339869281045753,2648.0,1836.0,41.0,30.0
Eswatini,8,0.02592016588906169,4577.0,1929.0,91.0,50.0
Eswatini,9,0.019889502762430938,5482.0,905.0,109.0,18.0
Eswatini,10,0.01839080459770115,5917.0,435.0,117.0,8.0
Eswatini,11,0.0099601593625498,6419.0,502.0,122.0,5.0
Eswatini,12,0.02824089826471589,9358.0,2939.0,205.0,83.0
Ethiopia,3,0.0,26.0,26.0,0.0,0.0
Ethiopia,4,0.02857142857142857,131.0,105.0,3.0,3.0
Ethiopia,5,0.007684918347742555,1172.0,1041.0,11.0,8.0
Ethiopia,6,0.019683354728284124,5846.0,4674.0,103.0,92.0
Ethiopia,7,0.014635398836015064,17530.0,11684.0,274.0,171.0
Ethiopia,8,0.015461980867604983,52131.0,34601.0,809.0,535.0
Ethiopia,9,0.01674054309936739,75368.0,23237.0,1198.0,389.0
Ethiopia,10,0.013028219797125139,96169.0,20801.0,1469.0,271.0
Ethiopia,11,0.01704422869471413,110074.0,13905.0,1706.0,237.0
Ethiopia,12,0.01529245947850599,124264.0,14190.0,1923.0,217.0
Europe,1,0.0,17.0,17.0,0.0,0.0
Europe,2,0.020819341840161182,1506.0,1489.0,31.0,31.0
Europe,3,0.06706847660840783,465241.0,463735.0,31133.0,31102.0
Europe,4,0.11656036183602428,1357800.0,892559.0,135170.0,104037.0
Europe,5,0.0623127113745241,1959812.0,602012.0,172683.0,37513.0
Europe,6,0.03461311676030483,2409237.0,449425.0,188239.0,15556.0
Europe,7,0.022365765387685525,2871506.0,462269.0,198578.0,10339.0
Europe,8,0.012595499731554268,3640749.0,769243.0,208267.0,9689.0
Europe,9,0.010239844258407509,5091357.0,1450608.0,223121.0,14854.0
Europe,10,0.008890312302398725,9962277.0,4870920.0,266425.0,43304.0
Europe,11,0.017469230017918027,17344228.0,7381951.0,395382.0,128957.0
Europe,12,0.023225573459918034,23807147.0,6462919.0,545487.0,150105.0
European Union,1,0.0,13.0,13.0,0.0,0.0
European Union,2,0.022270114942528736,1405.0,1392.0,31.0,31.0
European Union,3,0.07074548078767019,397713.0,396308.0,28068.0,28037.0
European Union,4,0.12907526954405651,989453.0,591740.0,104447.0,76379.0
European Union,5,0.12808402938924382,1160536.0,171083.0,126360.0,21913.0
European Union,6,0.05781294006196072,1277707.0,117171.0,133134.0,6774.0
European Union,7,0.017298804872707994,1451245.0,173538.0,136136.0,3002.0
European Union,8,0.008243913829118118,1926626.0,475381.0,140055.0,3919.0
European Union,9,0.007849883972153316,2926386.0,999760.0,147903.0,7848.0
European Union,10,0.007692846722400899,6394153.0,3467767.0,174580.0,26677.0
European Union,11,0.017770721986519,11621065.0,5226912.0,267466.0,92886.0
European Union,12,0.026286740588358927,15546390.0,3925325.0,370650.0,103184.0
Fiji,1,0.0,0.0,0.0,0.0,0.0
Fiji,2,0.0,0.0,0.0,0.0,0.0
Fiji,3,0.0,5.0,5.0,0.0,0.0
Fiji,4,0.0,18.0,13.0,0.0,0.0
Fiji,5,0.0,18.0,0.0,0.0,0.0
Fiji,6,0.0,18.0,0.0,0.0,0.0
Fiji,7,0.1111111111111111,27.0,9.0,1.0,1.0
Fiji,8,1.0,28.0,1.0,2.0,1.0
Fiji,9,0.0,32.0,4.0,2.0,0.0
Fiji,10,0.0,34.0,2.0,2.0,0.0
Fiji,11,0.0,42.0,8.0,2.0,0.0
Fiji,12,0.0,49.0,7.0,2.0,0.0
Finland,1,0.0,1.0,1.0,0.0,0.0
Finland,2,0.0,3.0,2.0,0.0,0.0
Finland,3,0.012014134275618375,1418.0,1415.0,17.0,17.0
Finland,4,0.05423539278725189,4995.0,3577.0,211.0,194.0
Finland,5,0.05847639484978541,6859.0,1864.0,320.0,109.0
Finland,6,0.022535211267605635,7214.0,355.0,328.0,8.0
Finland,7,0.0045871559633027525,7432.0,218.0,329.0,1.0
Finland,8,0.010703363914373088,8086.0,654.0,336.0,7.0
Finland,9,0.004197271773347324,9992.0,1906.0,344.0,8.0
Finland,10,0.002287207972553504,16113.0,6121.0,358.0,14.0
Finland,11,0.004659620411410387,24912.0,8799.0,399.0,41.0
Finland,12,0.01447074586869138,36107.0,11195.0,561.0,162.0
France,1,0.0,5.0,5.0,0.0,0.0
France,2,0.021052631578947368,100.0,95.0,2.0,2.0
France,3,0.06753804285330982,52278.0,52178.0,3526.0,3524.0
France,4,0.17861094670749594,168861.0,116583.0,24349.0,20823.0
France,5,0.20150131138645203,190975.0,22114.0,28805.0,4456.0
France,6,0.0784535383224056,204244.0,13269.0,29846.0,1041.0
France,7,0.018351815612089584,227239.0,22995.0,30268.0,422.0
France,8,0.004024659021943974,321160.0,93921.0,30646.0,378.0
France,9,0.00467806682049499,605893.0,284733.0,31978.0,1332.0
France,10,0.005997741415585717,1414364.0,808471.0,36827.0,4849.0
France,11,0.0185412343045298,2276874.0,862510.0,52819.0,15992.0
France,12,0.029791013792690474,2677666.0,400792.0,64759.0,11940.0
Gabon,3,0.0625,16.0,16.0,1.0,1.0
Gabon,4,0.007692307692307693,276.0,260.0,3.0,2.0
Gabon,5,0.0058848255569567045,2655.0,2379.0,17.0,14.0
Gabon,6,0.009127418765972983,5394.0,2739.0,42.0,25.0
Gabon,7,0.003575076608784474,7352.0,1958.0,49.0,7.0
Gabon,8,0.003386960203217612,8533.0,1181.0,53.0,4.0
Gabon,9,0.004291845493562232,8766.0,233.0,54.0,1.0
Gabon,10,0.0049504950495049506,8968.0,202.0,55.0,1.0
Gabon,11,0.02032520325203252,9214.0,246.0,60.0,5.0
Gabon,12,0.011204481792717087,9571.0,357.0,64.0,4.0
Gambia,3,0.25,4.0,4.0,1.0,1.0
Gambia,4,0.0,11.0,7.0,1.0,0.0
Gambia,5,0.0,25.0,14.0,1.0,0.0
Gambia,6,0.041666666666666664,49.0,24.0,2.0,1.0
Gambia,7,0.015590200445434299,498.0,449.0,9.0,7.0
Gambia,8,0.03529411764705882,2963.0,2465.0,96.0,87.0
Gambia,9,0.025974025974025976,3579.0,616.0,112.0,16.0
Gambia,10,0.07526881720430108,3672.0,93.0,119.0,7.0
Gambia,11,0.05714285714285714,3742.0,70.0,123.0,4.0
Gambia,12,0.01818181818181818,3797.0,55.0,124.0,1.0
Georgia,2,0.0,1.0,1.0,0.0,0.0
Georgia,3,0.0,110.0,109.0,0.0,0.0
Georgia,4,0.013986013986013986,539.0,429.0,6.0,6.0
Georgia,5,0.02459016393442623,783.0,244.0,12.0,6.0
Georgia,6,0.020689655172413793,928.0,145.0,15.0,3.0
Georgia,7,0.008333333333333333,1168.0,240.0,17.0,2.0
Georgia,8,0.006269592476489028,1487.0,319.0,19.0,2.0
Georgia,9,0.004250797024442083,6192.0,4705.0,39.0,20.0
Georgia,10,0.008184705594918153,38936.0,32744.0,307.0,268.0
Georgia,11,0.009932952570151478,135584.0,96648.0,1267.0,960.0
Georgia,12,0.013480552288862755,227420.0,91836.0,2505.0,1238.0
Germany,1,0.0,5.0,5.0,0.0,0.0
Germany,2,0.0,79.0,74.0,0.0,0.0
Germany,3,0.010804556037307086,71808.0,71729.0,775.0,775.0
Germany,4,0.06412210392429908,163009.0,91201.0,6623.0,5848.0
Germany,5,0.09396598205970295,183410.0,20401.0,8540.0,1917.0
Germany,6,0.03747501665556296,195418.0,12008.0,8990.0,450.0
Germany,7,0.010479941258927976,210399.0,14981.0,9147.0,157.0
Germany,8,0.004534488271371683,244802.0,34403.0,9303.0,156.0
Germany,9,0.003990771341273305,292913.0,48111.0,9495.0,192.0
Germany,10,0.004136019792612935,531790.0,238877.0,10483.0,988.0
Germany,11,0.011541992336310354,1069912.0,538122.0,16694.0,6211.0
Germany,12,0.024756446493524546,1760520.0,690608.0,33791.0,17097.0
Ghana,3,0.031055900621118012,161.0,161.0,5.0,5.0
Ghana,4,0.006272869837950863,2074.0,1913.0,17.0,12.0
Ghana,5,0.0031687791861240828,8070.0,5996.0,36.0,19.0
Ghana,6,0.007858546168958742,17741.0,9671.0,112.0,76.0
Ghana,7,0.003941441441441441,35501.0,17760.0,182.0,70.0
Ghana,8,0.010685460952597476,44298.0,8797.0,276.0,94.0
Ghana,9,0.010738831615120275,46626.0,2328.0,301.0,25.0
Ghana,10,0.013296011196641007,48055.0,1429.0,320.0,19.0
Ghana,11,0.0008305647840531562,51667.0,3612.0,323.0,3.0
Ghana,12,0.003865979381443299,54771.0,3104.0,335.0,12.0
Greece,2,0.0,4.0,4.0,0.0,0.0
Greece,3,0.03740458015267176,1314.0,1310.0,49.0,49.0
Greece,4,0.07126076742364917,2591.0,1277.0,140.0,91.0
Greece,5,0.10736196319018405,2917.0,326.0,175.0,35.0
Greece,6,0.034552845528455285,3409.0,492.0,192.0,17.0
Greece,7,0.013108614232209739,4477.0,1068.0,206.0,14.0
Greece,8,0.010273972602739725,10317.0,5840.0,266.0,60.0
Greece,9,0.015322382936994361,18475.0,8158.0,391.0,125.0
Greece,10,0.011311128224874855,39251.0,20776.0,626.0,235.0
Greece,11,0.02696152681005756,105271.0,66020.0,2406.0,1780.0
Greece,12,0.07242621876768218,138850.0,33579.0,4838.0,2432.0
Grenada,3,0.0,9.0,9.0,0.0,0.0
Grenada,4,0.0,20.0,11.0,0.0,0.0
Grenada,5,0.0,23.0,3.0,0.0,0.0
Grenada,6,0.0,23.0,0.0,0.0,0.0
Grenada,7,0.0,24.0,1.0,0.0,0.0
Grenada,8,0.0,24.0,0.0,0.0,0.0
Grenada,9,0.0,24.0,0.0,0.0,0.0
Grenada,10,0.0,28.0,4.0,0.0,0.0
Grenada,11,0.0,41.0,13.0,0.0,0.0
Grenada,12,0.0,127.0,86.0,0.0,0.0
Guatemala,2,0.0,0.0,0.0,0.0,0.0
Guatemala,3,0.02631578947368421,38.0,38.0,1.0,1.0
Guatemala,4,0.026737967914438502,599.0,561.0,16.0,15.0
Guatemala,5,0.020499108734402853,5087.0,4488.0,108.0,92.0
Guatemala,6,0.051118456453224694,18096.0,13009.0,773.0,665.0
Guatemala,7,0.036317167828858105,49789.0,31693.0,1924.0,1151.0
Guatemala,8,0.034424541898291125,74074.0,24285.0,2760.0,836.0
Guatemala,9,0.027501131733816207,91746.0,17672.0,3246.0,486.0
Guatemala,10,0.029827703328598777,107939.0,16193.0,3729.0,483.0
Guatemala,11,0.03129646675635488,122062.0,14123.0,4171.0,442.0
Guatemala,12,0.04025078369905956,138012.0,15950.0,4813.0,642.0
Guinea,3,0.0,22.0,22.0,0.0,0.0
Guinea,4,0.0047522063815342835,1495.0,1473.0,7.0,7.0
Guinea,5,0.007236544549977386,3706.0,2211.0,23.0,16.0
Guinea,6,0.005934718100890208,5391.0,1685.0,33.0,10.0
Guinea,7,0.006781429316640584,7308.0,1917.0,46.0,13.0
Guinea,8,0.006187529747739172,9409.0,2101.0,59.0,13.0
Guinea,9,0.0056315366049879325,10652.0,1243.0,66.0,7.0
Guinea,10,0.004225352112676056,12072.0,1420.0,72.0,6.0
Guinea,11,0.0038204393505253103,13119.0,1047.0,76.0,4.0
Guinea,12,0.008291873963515755,13722.0,603.0,81.0,5.0
Guinea-Bissau,3,0.0,8.0,8.0,0.0,0.0
Guinea-Bissau,4,0.005076142131979695,205.0,197.0,1.0,1.0
Guinea-Bissau,5,0.006660323501427212,1256.0,1051.0,8.0,7.0
Guinea-Bissau,6,0.04020100502512563,1654.0,398.0,24.0,16.0
Guinea-Bissau,7,0.0061162079510703364,1981.0,327.0,26.0,2.0
Guinea-Bissau,8,0.03571428571428571,2205.0,224.0,34.0,8.0
Guinea-Bissau,9,0.04201680672268908,2324.0,119.0,39.0,5.0
Guinea-Bissau,10,0.02247191011235955,2413.0,89.0,41.0,2.0
Guinea-Bissau,11,0.10714285714285714,2441.0,28.0,44.0,3.0
Guinea-Bissau,12,0.09090909090909091,2452.0,11.0,45.0,1.0
Guyana,3,0.16666666666666666,12.0,12.0,2.0,2.0
Guyana,4,0.1,82.0,70.0,9.0,7.0
Guyana,5,0.04225352112676056,153.0,71.0,12.0,3.0
Guyana,6,0.0,245.0,92.0,12.0,0.0
Guyana,7,0.047619047619047616,413.0,168.0,20.0,8.0
Guyana,8,0.02127659574468085,1306.0,893.0,39.0,19.0
Guyana,9,0.025818639798488665,2894.0,1588.0,80.0,41.0
Guyana,10,0.03470031545741325,4162.0,1268.0,124.0,44.0
Guyana,11,0.021704180064308683,5406.0,1244.0,151.0,27.0
Guyana,12,0.014038876889848811,6332.0,926.0,164.0,13.0
Haiti,3,0.0,15.0,15.0,0.0,0.0
Haiti,4,0.09836065573770492,76.0,61.0,6.0,6.0
Haiti,5,0.019230769230769232,1584.0,1508.0,35.0,29.0
Haiti,6,0.01618578465869106,5847.0,4263.0,104.0,69.0
Haiti,7,0.035924232527759635,7378.0,1531.0,159.0,55.0
Haiti,8,0.05054151624548736,8209.0,831.0,201.0,42.0
Haiti,9,0.04896421845574388,8740.0,531.0,227.0,26.0
Haiti,10,0.01592356687898089,9054.0,314.0,232.0,5.0
Haiti,11,0.0,9272.0,218.0,232.0,0.0
Haiti,12,0.005502063273727648,9999.0,727.0,236.0,4.0
Honduras,3,0.04964539007092199,141.0,141.0,7.0,7.0
Honduras,4,0.10158730158730159,771.0,630.0,71.0,64.0
Honduras,5,0.03182125930941097,5202.0,4431.0,212.0,141.0
Honduras,6,0.01985232655335748,19558.0,14356.0,497.0,285.0
Honduras,7,0.03740648379052369,42014.0,22456.0,1337.0,840.0
Honduras,8,0.028210526315789474,61014.0,19000.0,1873.0,536.0
Honduras,9,0.030215283897771623,76900.0,15886.0,2353.0,480.0
Honduras,10,0.01580948569141485,96888.0,19988.0,2669.0,316.0
Honduras,11,0.02190937087549494,108253.0,11365.0,2918.0,249.0
Honduras,12,0.015618093413879475,121827.0,13574.0,3130.0,212.0
Hong Kong,1,0.0,0.0,0.0,0.0,0.0
Hong Kong,2,0.0,0.0,0.0,0.0,0.0
Hong Kong,3,0.0,0.0,0.0,0.0,0.0
Hong Kong,4,0.0,0.0,0.0,0.0,0.0
Hong Kong,5,0.0,0.0,0.0,0.0,0.0
Hong Kong,6,0.0,0.0,0.0,0.0,0.0
Hong Kong,7,0.0,0.0,0.0,0.0,0.0
Hong Kong,8,0.0,0.0,0.0,0.0,0.0
Hong Kong,9,0.0,0.0,0.0,0.0,0.0
Hong Kong,10,0.0,0.0,0.0,0.0,0.0
Hong Kong,11,0.0,0.0,0.0,0.0,0.0
Hong Kong,12,0.0,0.0,0.0,0.0,0.0
Hungary,3,0.032520325203252036,492.0,492.0,16.0,16.0
Hungary,4,0.12965396408234778,2775.0,2283.0,312.0,296.0
Hungary,5,0.1943687556766576,3876.0,1101.0,526.0,214.0
Hungary,6,0.2114695340501792,4155.0,279.0,585.0,59.0
Hungary,7,0.03142857142857143,4505.0,350.0,596.0,11.0
Hungary,8,0.011627906976744186,6139.0,1634.0,615.0,19.0
